"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"1/13/2023 8 p.m. MST",5327,5243,5409,82
PSCO,"1/13/2023 9 p.m. MST",5231,5101,5287,56
PSCO,"1/13/2023 10 p.m. MST",5054,4933,5205,151
PSCO,"1/13/2023 11 p.m. MST",4804,4723,4911,107
PSCO,"1/14/2023 12 a.m. MST",4547,4544,4647,100
PSCO,"1/14/2023 1 a.m. MST",4360,4350,4606,246
PSCO,"1/14/2023 2 a.m. MST",4286,4316,4503,217
PSCO,"1/14/2023 3 a.m. MST",4223,4281,4395,172
PSCO,"1/14/2023 4 a.m. MST",4210,4265,4386,176
PSCO,"1/14/2023 5 a.m. MST",4260,4317,4407,147
PSCO,"1/14/2023 6 a.m. MST",4406,4399,4560,154
PSCO,"1/14/2023 7 a.m. MST",4616,4616,4664,48
PSCO,"1/14/2023 8 a.m. MST",4701,4737,4735,34
PSCO,"1/14/2023 9 a.m. MST",4717,4748,4693,-24
PSCO,"1/14/2023 10 a.m. MST",4604,4594,4663,59
PSCO,"1/14/2023 11 a.m. MST",4462,4530,4469,7
PSCO,"1/14/2023 12 p.m. MST",4340,4453,4404,64
PSCO,"1/14/2023 1 p.m. MST",4327,4430,4437,110
PSCO,"1/14/2023 2 p.m. MST",4326,4417,4367,41
PSCO,"1/14/2023 3 p.m. MST",4390,4433,4410,20
PSCO,"1/14/2023 4 p.m. MST",4508,4497,4530,22
PSCO,"1/14/2023 5 p.m. MST",4724,4734,4761,37
PSCO,"1/14/2023 6 p.m. MST",5048,5202,5127,79
PSCO,"1/14/2023 7 p.m. MST",5048,5166,5166,118
PSCO,"1/14/2023 8 p.m. MST",4966,5045,5031,65
PSCO,"1/14/2023 9 p.m. MST",4856,4950,4882,26
PSCO,"1/14/2023 10 p.m. MST",4704,4892,4964,260
PSCO,"1/14/2023 11 p.m. MST",4461,4701,4815,354
PSCO,"1/15/2023 12 a.m. MST",4310,4528,4740,430
PSCO,"1/15/2023 1 a.m. MST",4157,4319,4594,437
PSCO,"1/15/2023 2 a.m. MST",4093,4280,4442,349
PSCO,"1/15/2023 3 a.m. MST",4053,4191,4337,284
PSCO,"1/15/2023 4 a.m. MST",4027,4137,4292,265
PSCO,"1/15/2023 5 a.m. MST",4093,4186,4335,242
PSCO,"1/15/2023 6 a.m. MST",4226,4276,4529,303
PSCO,"1/15/2023 7 a.m. MST",4377,4447,4621,244
PSCO,"1/15/2023 8 a.m. MST",4465,4619,4703,238
PSCO,"1/15/2023 9 a.m. MST",4535,4721,4729,194
PSCO,"1/15/2023 10 a.m. MST",4630,4623,4843,213
PSCO,"1/15/2023 11 a.m. MST",4638,4607,4958,320
PSCO,"1/15/2023 12 p.m. MST",4591,4598,4879,288
PSCO,"1/15/2023 1 p.m. MST",4570,4563,4723,153
PSCO,"1/15/2023 2 p.m. MST",4642,4579,4796,154
PSCO,"1/15/2023 3 p.m. MST",4724,4585,4925,201
PSCO,"1/15/2023 4 p.m. MST",4849,4694,5034,185
PSCO,"1/15/2023 5 p.m. MST",5104,4967,5320,216
PSCO,"1/15/2023 6 p.m. MST",5387,5302,5557,170
PSCO,"1/15/2023 7 p.m. MST",5365,5257,5570,205
PSCO,"1/15/2023 8 p.m. MST",5258,5060,5372,114
PSCO,"1/15/2023 9 p.m. MST",5092,4989,5270,178
PSCO,"1/15/2023 10 p.m. MST",4896,4822,4981,85
PSCO,"1/15/2023 11 p.m. MST",4645,4608,4770,125
PSCO,"1/16/2023 12 a.m. MST",4488,4465,4616,128
PSCO,"1/16/2023 1 a.m. MST",4327,4412,4403,76
PSCO,"1/16/2023 2 a.m. MST",4267,4301,4365,98
PSCO,"1/16/2023 3 a.m. MST",4222,4263,4441,219
PSCO,"1/16/2023 4 a.m. MST",4290,4235,4511,221
PSCO,"1/16/2023 5 a.m. MST",4414,4388,4655,241
PSCO,"1/16/2023 6 a.m. MST",4647,4673,4954,307
PSCO,"1/16/2023 7 a.m. MST",4938,5001,5173,235
PSCO,"1/16/2023 8 a.m. MST",5029,5173,5272,243
PSCO,"1/16/2023 9 a.m. MST",5060,5138,5240,180
PSCO,"1/16/2023 10 a.m. MST",5064,5038,5192,128
PSCO,"1/16/2023 11 a.m. MST",5019,4957,5214,195
PSCO,"1/16/2023 12 p.m. MST",4941,4967,5318,377
PSCO,"1/16/2023 1 p.m. MST",4806,4920,5244,438
PSCO,"1/16/2023 2 p.m. MST",4725,4937,5018,293
PSCO,"1/16/2023 3 p.m. MST",4765,4981,5105,340
PSCO,"1/16/2023 4 p.m. MST",4859,5041,5294,435
PSCO,"1/16/2023 5 p.m. MST",5169,5412,5545,376
PSCO,"1/16/2023 6 p.m. MST",5600,5686,6021,421
