"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"2/13/2023 10 a.m. MST",4806,4858,5014,208
PSCO,"2/13/2023 11 a.m. MST",4696,4734,4871,175
PSCO,"2/13/2023 12 p.m. MST",4625,4598,4790,165
PSCO,"2/13/2023 1 p.m. MST",4623,4514,4756,133
PSCO,"2/13/2023 2 p.m. MST",4703,4458,4659,-44
PSCO,"2/13/2023 3 p.m. MST",4883,4484,4856,-27
PSCO,"2/13/2023 4 p.m. MST",4905,4613,4911,6
PSCO,"2/13/2023 5 p.m. MST",5068,4919,4997,-71
PSCO,"2/13/2023 6 p.m. MST",5333,5154,5333,0
PSCO,"2/13/2023 7 p.m. MST",5439,5281,5610,171
PSCO,"2/13/2023 8 p.m. MST",5351,5221,5505,154
PSCO,"2/13/2023 9 p.m. MST",5259,5080,5315,56
PSCO,"2/13/2023 10 p.m. MST",5005,4845,5059,54
PSCO,"2/13/2023 11 p.m. MST",4684,4566,4816,132
PSCO,"2/14/2023 12 a.m. MST",4444,4359,4667,223
PSCO,"2/14/2023 1 a.m. MST",4294,4165,4568,274
PSCO,"2/14/2023 2 a.m. MST",4221,4097,4535,314
PSCO,"2/14/2023 3 a.m. MST",4206,4122,4406,200
PSCO,"2/14/2023 4 a.m. MST",4205,4179,4568,363
PSCO,"2/14/2023 5 a.m. MST",4330,4311,4597,267
PSCO,"2/14/2023 6 a.m. MST",4582,4573,4770,188
PSCO,"2/14/2023 7 a.m. MST",5058,5022,5264,206
PSCO,"2/14/2023 8 a.m. MST",5183,5206,5401,218
PSCO,"2/14/2023 9 a.m. MST",5018,5230,5164,146
PSCO,"2/14/2023 10 a.m. MST",4829,5092,4859,30
PSCO,"2/14/2023 11 a.m. MST",4794,5042,4810,16
PSCO,"2/14/2023 12 p.m. MST",4709,4928,4731,22
PSCO,"2/14/2023 1 p.m. MST",4689,4886,4791,102
PSCO,"2/14/2023 2 p.m. MST",4735,4919,4780,45
PSCO,"2/14/2023 3 p.m. MST",4737,4984,4707,-30
PSCO,"2/14/2023 4 p.m. MST",4856,5103,4839,-17
PSCO,"2/14/2023 5 p.m. MST",5142,5307,5150,8
PSCO,"2/14/2023 6 p.m. MST",5591,5450,5752,161
PSCO,"2/14/2023 7 p.m. MST",5721,5496,5923,202
PSCO,"2/14/2023 8 p.m. MST",5604,5443,5828,224
PSCO,"2/14/2023 9 p.m. MST",5487,5326,5811,324
PSCO,"2/14/2023 10 p.m. MST",5292,5128,5628,336
PSCO,"2/14/2023 11 p.m. MST",5024,4834,5398,374
PSCO,"2/15/2023 12 a.m. MST",4811,4764,5192,381
PSCO,"2/15/2023 1 a.m. MST",4658,4643,4932,274
PSCO,"2/15/2023 2 a.m. MST",4625,4534,4987,362
PSCO,"2/15/2023 3 a.m. MST",4610,4556,5081,471
PSCO,"2/15/2023 4 a.m. MST",4657,4616,5159,502
PSCO,"2/15/2023 5 a.m. MST",4828,4729,5387,559
PSCO,"2/15/2023 6 a.m. MST",5003,4964,5587,584
PSCO,"2/15/2023 7 a.m. MST",5415,5355,5891,476
PSCO,"2/15/2023 8 a.m. MST",5701,5555,5951,250
PSCO,"2/15/2023 9 a.m. MST",5900,5620,6078,178
PSCO,"2/15/2023 10 a.m. MST",6025,5651,6247,222
PSCO,"2/15/2023 11 a.m. MST",6090,5657,6319,229
PSCO,"2/15/2023 12 p.m. MST",6090,5643,6429,339
PSCO,"2/15/2023 1 p.m. MST",6053,5619,6391,338
PSCO,"2/15/2023 2 p.m. MST",6020,5612,6288,268
PSCO,"2/15/2023 3 p.m. MST",5944,5594,6083,139
PSCO,"2/15/2023 4 p.m. MST",6047,5631,6170,123
PSCO,"2/15/2023 5 p.m. MST",6153,5759,6307,154
PSCO,"2/15/2023 6 p.m. MST",6339,6040,6676,337
PSCO,"2/15/2023 7 p.m. MST",6452,6079,6843,391
PSCO,"2/15/2023 8 p.m. MST",6299,5945,6758,459
PSCO,"2/15/2023 9 p.m. MST",6130,5750,6577,447
PSCO,"2/15/2023 10 p.m. MST",5817,5482,6437,620
PSCO,"2/15/2023 11 p.m. MST",5522,5236,6145,623
PSCO,"2/16/2023 12 a.m. MST",5124,4979,5836,712
PSCO,"2/16/2023 1 a.m. MST",4944,4925,5693,749
PSCO,"2/16/2023 2 a.m. MST",4885,4851,5612,727
PSCO,"2/16/2023 3 a.m. MST",4891,4849,5621,730
PSCO,"2/16/2023 4 a.m. MST",4952,4914,5660,708
PSCO,"2/16/2023 5 a.m. MST",5188,4981,5780,592
