"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"3/16/2023 6 a.m. MDT",4544,4509,4710,166
PSCO,"3/16/2023 7 a.m. MDT",4971,4881,5028,57
PSCO,"3/16/2023 8 a.m. MDT",5239,5061,5325,86
PSCO,"3/16/2023 9 a.m. MDT",5394,5155,5486,92
PSCO,"3/16/2023 10 a.m. MDT",5448,5170,5452,4
PSCO,"3/16/2023 11 a.m. MDT",5420,5183,5423,3
PSCO,"3/16/2023 12 p.m. MDT",5324,5142,5255,-69
PSCO,"3/16/2023 1 p.m. MDT",5222,5161,5152,-70
PSCO,"3/16/2023 2 p.m. MDT",5089,5071,5045,-44
PSCO,"3/16/2023 3 p.m. MDT",4978,5026,4887,-91
PSCO,"3/16/2023 4 p.m. MDT",5065,4958,4953,-112
PSCO,"3/16/2023 5 p.m. MDT",5108,5034,5005,-103
PSCO,"3/16/2023 6 p.m. MDT",5225,5263,5206,-19
PSCO,"3/16/2023 7 p.m. MDT",5331,5370,5374,43
PSCO,"3/16/2023 8 p.m. MDT",5466,5435,5545,79
PSCO,"3/16/2023 9 p.m. MDT",5427,5382,5553,126
PSCO,"3/16/2023 10 p.m. MDT",5243,5150,5408,165
PSCO,"3/16/2023 11 p.m. MDT",4912,4840,5130,218
PSCO,"3/17/2023 12 a.m. MDT",4682,4619,4873,191
PSCO,"3/17/2023 1 a.m. MDT",4505,4483,4646,141
PSCO,"3/17/2023 2 a.m. MDT",4453,4502,4501,48
PSCO,"3/17/2023 3 a.m. MDT",4403,4395,4552,149
PSCO,"3/17/2023 4 a.m. MDT",4354,4443,4475,121
PSCO,"3/17/2023 5 a.m. MDT",4489,4443,4565,76
PSCO,"3/17/2023 6 a.m. MDT",4742,4735,4890,148
PSCO,"3/17/2023 7 a.m. MDT",5034,5174,5109,75
PSCO,"3/17/2023 8 a.m. MDT",5262,5361,5365,103
PSCO,"3/17/2023 9 a.m. MDT",5314,5341,5491,177
PSCO,"3/17/2023 10 a.m. MDT",5114,5142,5280,166
PSCO,"3/17/2023 11 a.m. MDT",4872,5004,5141,269
PSCO,"3/17/2023 12 p.m. MDT",4770,4854,4836,66
PSCO,"3/17/2023 1 p.m. MDT",4603,4679,4725,122
PSCO,"3/17/2023 2 p.m. MDT",4502,4609,4575,73
PSCO,"3/17/2023 3 p.m. MDT",4388,4604,4447,59
PSCO,"3/17/2023 4 p.m. MDT",4333,4684,4383,50
PSCO,"3/17/2023 5 p.m. MDT",4389,4790,4422,33
PSCO,"3/17/2023 6 p.m. MDT",4605,4976,4451,-154
PSCO,"3/17/2023 7 p.m. MDT",4919,5093,4893,-26
PSCO,"3/17/2023 8 p.m. MDT",5132,5177,5262,130
PSCO,"3/17/2023 9 p.m. MDT",5173,5239,5202,29
PSCO,"3/17/2023 10 p.m. MDT",5054,5021,5069,15
PSCO,"3/17/2023 11 p.m. MDT",4918,4743,5035,117
PSCO,"3/18/2023 12 a.m. MDT",4713,4619,5008,295
PSCO,"3/18/2023 1 a.m. MDT",4529,4513,4896,367
PSCO,"3/18/2023 2 a.m. MDT",4481,4516,4676,195
PSCO,"3/18/2023 3 a.m. MDT",4453,4371,4606,153
PSCO,"3/18/2023 4 a.m. MDT",4462,4442,4691,229
PSCO,"3/18/2023 5 a.m. MDT",4544,4499,4743,199
PSCO,"3/18/2023 6 a.m. MDT",4647,4590,4747,100
PSCO,"3/18/2023 7 a.m. MDT",4828,4853,4909,81
PSCO,"3/18/2023 8 a.m. MDT",4900,4980,5017,117
PSCO,"3/18/2023 9 a.m. MDT",4890,5024,5038,148
PSCO,"3/18/2023 10 a.m. MDT",4610,4772,4688,78
PSCO,"3/18/2023 11 a.m. MDT",4434,4563,4433,-1
PSCO,"3/18/2023 12 p.m. MDT",4289,4424,4379,90
PSCO,"3/18/2023 1 p.m. MDT",4136,4196,4246,110
PSCO,"3/18/2023 2 p.m. MDT",4007,4115,4156,149
PSCO,"3/18/2023 3 p.m. MDT",3936,4054,4135,199
PSCO,"3/18/2023 4 p.m. MDT",3919,4160,4068,149
PSCO,"3/18/2023 5 p.m. MDT",4031,4411,4223,192
PSCO,"3/18/2023 6 p.m. MDT",4321,4610,4350,29
PSCO,"3/18/2023 7 p.m. MDT",4677,4776,4644,-33
PSCO,"3/18/2023 8 p.m. MDT",5013,4907,5293,280
PSCO,"3/18/2023 9 p.m. MDT",4997,4921,5421,424
PSCO,"3/18/2023 10 p.m. MDT",4950,4917,5414,464
PSCO,"3/18/2023 11 p.m. MDT",4775,4736,5199,424
PSCO,"3/19/2023 12 a.m. MDT",4564,4661,4983,419
PSCO,"3/19/2023 1 a.m. MDT",4445,4448,4933,488
PSCO,"3/19/2023 2 a.m. MDT",4402,4355,4752,350
PSCO,"3/19/2023 3 a.m. MDT",4365,4295,4662,297
PSCO,"3/19/2023 4 a.m. MDT",4386,4307,4674,288
PSCO,"3/19/2023 5 a.m. MDT",4462,4412,4704,242
PSCO,"3/19/2023 6 a.m. MDT",4559,4460,4742,183
PSCO,"3/19/2023 7 a.m. MDT",4757,4573,5003,246
PSCO,"3/19/2023 8 a.m. MDT",4816,4674,5154,338
PSCO,"3/19/2023 9 a.m. MDT",4649,4672,4891,242
PSCO,"3/19/2023 10 a.m. MDT",4527,4501,4661,134
PSCO,"3/19/2023 11 a.m. MDT",4461,4301,4578,117
PSCO,"3/19/2023 12 p.m. MDT",4249,4068,4354,105
PSCO,"3/19/2023 1 p.m. MDT",4123,4017,4220,97
PSCO,"3/19/2023 2 p.m. MDT",4037,4023,4216,179
PSCO,"3/19/2023 3 p.m. MDT",3994,4030,4182,188
PSCO,"3/19/2023 4 p.m. MDT",4031,4054,4348,317
PSCO,"3/19/2023 5 p.m. MDT",4222,4186,4464,242
PSCO,"3/19/2023 6 p.m. MDT",4598,4551,4838,240
PSCO,"3/19/2023 7 p.m. MDT",4797,4765,4918,121
PSCO,"3/19/2023 8 p.m. MDT",5030,4985,5456,426
PSCO,"3/19/2023 9 p.m. MDT",5002,4959,5433,431
PSCO,"3/19/2023 10 p.m. MDT",4827,4766,5262,435
PSCO,"3/19/2023 11 p.m. MDT",4539,4506,4974,435
PSCO,"3/20/2023 12 a.m. MDT",4277,4273,4800,523
PSCO,"3/20/2023 1 a.m. MDT",4140,4105,4538,398
PSCO,"3/20/2023 2 a.m. MDT",4069,4054,4428,359
PSCO,"3/20/2023 3 a.m. MDT",4026,4064,4212,186
PSCO,"3/20/2023 4 a.m. MDT",4057,4040,4253,196
PSCO,"3/20/2023 5 a.m. MDT",4192,4212,4408,216
PSCO,"3/20/2023 6 a.m. MDT",4476,4476,4670,194
PSCO,"3/20/2023 7 a.m. MDT",4866,4885,5081,215
PSCO,"3/20/2023 8 a.m. MDT",5189,5028,5514,325
PSCO,"3/20/2023 9 a.m. MDT",5253,5051,5618,365
PSCO,"3/20/2023 10 a.m. MDT",5164,4842,5600,436
PSCO,"3/20/2023 11 a.m. MDT",4912,4701,5383,471
PSCO,"3/20/2023 12 p.m. MDT",4707,4601,5173,466
PSCO,"3/20/2023 1 p.m. MDT",4582,4533,5041,459
PSCO,"3/20/2023 2 p.m. MDT",4579,4525,4893,314
PSCO,"3/20/2023 3 p.m. MDT",4574,4559,4868,294
PSCO,"3/20/2023 4 p.m. MDT",4619,4586,4769,150
PSCO,"3/20/2023 5 p.m. MDT",4653,4717,4846,193
PSCO,"3/20/2023 6 p.m. MDT",4931,4825,5043,112
PSCO,"3/20/2023 7 p.m. MDT",4993,4995,5168,175
PSCO,"3/20/2023 8 p.m. MDT",5059,5130,5180,121
PSCO,"3/20/2023 9 p.m. MDT",5034,5032,5131,97
PSCO,"3/20/2023 10 p.m. MDT",4830,4855,4983,153
PSCO,"3/20/2023 11 p.m. MDT",4522,4519,4641,119
PSCO,"3/21/2023 12 a.m. MDT",4254,4299,4354,100
PSCO,"3/21/2023 1 a.m. MDT",4133,4157,4295,162
PSCO,"3/21/2023 2 a.m. MDT",4070,4117,4280,210
PSCO,"3/21/2023 3 a.m. MDT",4079,4096,4296,217
PSCO,"3/21/2023 4 a.m. MDT",4131,4156,4431,300
PSCO,"3/21/2023 5 a.m. MDT",4241,4172,4585,344
PSCO,"3/21/2023 6 a.m. MDT",4507,4444,4927,420
PSCO,"3/21/2023 7 a.m. MDT",4915,4892,5336,421
PSCO,"3/21/2023 8 a.m. MDT",5109,5062,5526,417
PSCO,"3/21/2023 9 a.m. MDT",4929,4997,5322,393
PSCO,"3/21/2023 10 a.m. MDT",4731,4788,5168,437
PSCO,"3/21/2023 11 a.m. MDT",4531,4596,4947,416
PSCO,"3/21/2023 12 p.m. MDT",4452,4477,4849,397
PSCO,"3/21/2023 1 p.m. MDT",4392,4321,4839,447
PSCO,"3/21/2023 2 p.m. MDT",4334,4327,4797,463
PSCO,"3/21/2023 3 p.m. MDT",4309,4354,4790,481
PSCO,"3/21/2023 4 p.m. MDT",4361,4446,4847,486
PSCO,"3/21/2023 5 p.m. MDT",4407,4566,4875,468
PSCO,"3/21/2023 6 p.m. MDT",4661,4722,5118,457
PSCO,"3/21/2023 7 p.m. MDT",4791,4931,5171,380
PSCO,"3/21/2023 8 p.m. MDT",4969,5084,5443,474
PSCO,"3/21/2023 9 p.m. MDT",4946,5053,5423,477
PSCO,"3/21/2023 10 p.m. MDT",4772,4850,5075,303
PSCO,"3/21/2023 11 p.m. MDT",4458,4582,4685,227
PSCO,"3/22/2023 12 a.m. MDT",4226,4327,4378,152
PSCO,"3/22/2023 1 a.m. MDT",4075,4137,4240,165
PSCO,"3/22/2023 2 a.m. MDT",4011,4092,4125,114
PSCO,"3/22/2023 3 a.m. MDT",4003,4181,4084,81
PSCO,"3/22/2023 4 a.m. MDT",4015,4128,4186,171
PSCO,"3/22/2023 5 a.m. MDT",4158,4107,4418,260
PSCO,"3/22/2023 6 a.m. MDT",4431,4415,4661,230
PSCO,"3/22/2023 7 a.m. MDT",4820,4829,4936,116
PSCO,"3/22/2023 8 a.m. MDT",5031,5001,5249,218
PSCO,"3/22/2023 9 a.m. MDT",4957,4923,5165,208
PSCO,"3/22/2023 10 a.m. MDT",4851,4749,5087,236
PSCO,"3/22/2023 11 a.m. MDT",4682,4629,4935,253
PSCO,"3/22/2023 12 p.m. MDT",4720,4496,4902,182
PSCO,"3/22/2023 1 p.m. MDT",4794,4451,4925,131
PSCO,"3/22/2023 2 p.m. MDT",4689,4443,4772,83
PSCO,"3/22/2023 3 p.m. MDT",4662,4437,4752,90
PSCO,"3/22/2023 4 p.m. MDT",4804,4497,4872,68
PSCO,"3/22/2023 5 p.m. MDT",4883,4616,4941,58
PSCO,"3/22/2023 6 p.m. MDT",4965,4791,5134,169
PSCO,"3/22/2023 7 p.m. MDT",5083,4984,5202,119
PSCO,"3/22/2023 8 p.m. MDT",5207,5123,5410,203
PSCO,"3/22/2023 9 p.m. MDT",5167,5044,5416,249
PSCO,"3/22/2023 10 p.m. MDT",4974,4720,5242,268
PSCO,"3/22/2023 11 p.m. MDT",4691,4443,4935,244
