Start_DateTime,Energy_Consumption
2019-03-27 06:30:00,6.082
2019-03-28 06:15:00,8.931
2019-03-28 06:15:00,8.931
2019-03-28 15:33:00,2.062
2019-03-28 15:33:00,2.062
2019-03-29 15:17:00,1.842
2019-03-29 15:17:00,1.842
2019-03-29 17:22:00,6.745
2019-03-29 17:22:00,6.745
2019-03-30 15:18:00,14.887
2019-03-30 15:18:00,14.887
2019-04-01 09:13:00,12.14
2019-04-01 09:13:00,12.14
2019-04-01 09:50:00,4.846
2019-04-01 09:50:00,4.846
2019-04-02 06:40:00,3.521
2019-04-02 06:40:00,3.521
2019-04-02 14:11:00,27.851
2019-04-02 14:11:00,27.851
2019-04-02 17:26:00,5.682
2019-04-02 17:26:00,5.682
2019-04-02 20:58:00,16.257
2019-04-02 20:58:00,16.257
2019-04-02 22:14:00,18.942
2019-04-02 22:14:00,18.942
2019-04-03 16:02:00,3.677
2019-04-03 16:02:00,3.677
2019-04-03 19:10:00,11.156
2019-04-03 19:10:00,11.156
2019-04-05 15:19:00,17.422
2019-04-05 15:19:00,17.422
2019-04-07 21:34:00,17.38
2019-04-07 21:34:00,17.38
2019-04-09 05:08:00,12.183
2019-04-09 05:08:00,12.183
2019-04-09 19:16:00,14.568
2019-04-09 19:16:00,14.568
2019-04-10 11:04:00,11.284
2019-04-10 11:04:00,11.284
2019-04-10 20:13:00,12.543
2019-04-10 20:13:00,12.543
2019-04-11 08:12:00,9.169
2019-04-11 08:12:00,9.169
2019-04-11 14:25:00,3.25
2019-04-11 14:25:00,3.25
2019-04-13 12:06:00,7.428
2019-04-13 12:06:00,7.428
2019-04-14 12:46:00,6.741
2019-04-14 12:46:00,6.741
2019-04-14 14:00:00,17.304
2019-04-14 14:00:00,17.304
2019-04-15 13:02:00,0.0
2019-04-15 13:02:00,0.0
2019-04-16 07:06:00,4.539
2019-04-16 07:06:00,4.539
2019-04-16 18:34:00,13.392
2019-04-16 18:34:00,13.392
2019-04-16 21:28:00,0.0
2019-04-16 21:28:00,0.0
2019-04-16 21:29:00,0.0
2019-04-16 21:29:00,0.0
2019-04-17 08:03:00,0.0
2019-04-17 08:03:00,0.0
2019-04-17 08:39:00,5.235
2019-04-17 08:39:00,5.235
2019-04-18 00:30:00,16.716
2019-04-18 00:30:00,16.716
2019-04-19 23:39:00,18.175
2019-04-19 23:39:00,18.175
2019-04-20 14:12:00,0.0
2019-04-20 14:12:00,0.0
2019-04-20 14:13:00,0.0
2019-04-20 14:13:00,0.0
2019-04-21 16:55:00,3.437
2019-04-21 16:55:00,3.437
2019-04-22 16:33:00,0.0
2019-04-22 16:33:00,0.0
2019-04-22 16:36:00,0.0
2019-04-22 16:36:00,0.0
2019-04-22 16:47:00,2.851
2019-04-22 16:47:00,2.851
2019-04-23 21:52:00,13.522
2019-04-23 21:52:00,13.522
2019-04-25 08:36:00,10.57
2019-04-25 08:36:00,10.57
2019-04-26 12:29:00,0.0
2019-04-26 12:29:00,0.0
2019-04-26 12:31:00,0.0
2019-04-26 12:31:00,0.0
2019-04-26 12:33:00,0.0
2019-04-26 12:33:00,0.0
2019-04-26 21:00:00,12.446
